filename,plddt full,plddt VSDI,plddt VSDII,plddt VSDIII,plddt VSDIV,plddt AG,plddt IFM,plddt SF,VSDI,VSDII,VSDIII,VSDIV,AG1,AG2,IFM,SF
_hnav1.9_unrelaxed_rank_032_alphafold2_ptm_model_4_seed_017.r8.pdb,76.29617478510029,74.88258333333333,82.47548387096774,80.57898305084746,80.48740157480314,77.00083333333333,40.53333333333333,86.24090909090908,15.581588815008564,15.011588223768994,19.39827706266719,20.41570263302245,13.580970620688346,13.831069987531691,27.55115309746581,9.677843303133193
_hnav1.9_unrelaxed_rank_018_alphafold2_ptm_model_3_seed_004.r1.pdb,77.73898280802293,76.70833333333333,84.23483870967742,82.3928813559322,81.80070866141733,75.615,45.31,87.44,15.034228447113604,15.602920559946462,19.14352156736059,19.58534720141565,13.890151691036351,12.533774611026002,29.62591227287356,9.77061901826082
_hnav1.9_unrelaxed_rank_082_alphafold2_ptm_model_5_seed_010.r1.pdb,70.2221418338109,68.12925,75.46887096774194,73.74381355932204,76.20818897637795,61.110833333333325,47.96666666666667,79.56863636363636,14.924968006665877,14.785941633862892,19.094017937563585,20.021537228694505,12.967065743644548,11.901945261174744,29.61556869283452,9.964784794464956
_hnav1.9_unrelaxed_rank_030_alphafold2_ptm_model_4_seed_009.r6.pdb,76.4546776504298,75.25791666666667,82.24782258064516,80.3178813559322,80.53858267716535,73.9775,42.07333333333333,85.91772727272728,15.659063477743487,15.07059902591798,19.297526525438435,19.85545224868978,13.745396829484408,12.471286180663164,27.393535040224364,9.828991555597144
_hnav1.9_unrelaxed_rank_068_alphafold2_ptm_model_1_seed_019.r5.pdb,74.17720630372493,75.10633333333334,81.12145161290321,74.5149152542373,75.99275590551181,70.1225,41.98666666666667,82.88363636363637,16.83243446444988,15.845503116026324,19.848802079722596,20.35962489831284,13.269227294759858,13.377228225607874,11.401113322829486,9.5842890190144
_hnav1.9_unrelaxed_rank_033_alphafold2_ptm_model_4_seed_005.r4.pdb,76.98701289398281,76.50508333333333,83.41177419354838,80.68483050847458,81.02173228346457,73.265,44.68,85.94863636363635,15.556657288762263,14.656412862634566,19.453890176517397,19.75440409124001,13.102995726168883,13.237902175193772,28.962207478022112,9.760951695403476
_hnav1.9_unrelaxed_rank_072_alphafold2_ptm_model_2_seed_000.r2.pdb,73.52791547277937,74.42808333333333,80.49790322580645,75.24338983050846,76.34551181102361,68.46583333333334,38.45666666666667,80.80636363636364,16.547778159015788,15.888937346468456,20.76313196509621,20.16681244024449,12.53815301390121,13.568750937356024,24.650078559712544,9.712870687906848
_hnav1.9_unrelaxed_rank_069_alphafold2_ptm_model_1_seed_000.pdb,73.50335243553008,73.52266666666667,80.49217741935485,73.3814406779661,75.56307086614173,70.5825,33.82666666666667,82.04545454545455,16.82534460271171,15.976995743881265,20.100085845587827,20.81590322325697,13.864854633208385,13.771116802932143,25.044605586832468,9.764569524561743
_hnav1.9_unrelaxed_rank_045_alphafold2_ptm_model_2_seed_007.r4.pdb,73.86469914040114,74.86766666666668,80.60548387096775,74.7085593220339,76.4036220472441,69.15583333333333,42.09333333333333,81.94181818181818,16.506751830690376,15.932698264889096,20.17475811503077,20.01313815971898,12.676447964631102,13.628133437855675,29.864559497839576,9.804465666215574
_hnav1.9_unrelaxed_rank_095_alphafold2_ptm_model_5_seed_017.r3.pdb,70.62372492836677,67.78075,76.64766129032257,72.81525423728814,76.75913385826772,61.63583333333333,45.156666666666666,82.84,15.067070750481,14.853485146591018,19.32670240884357,20.64428952519316,12.806991996561877,12.5761823301032,30.62705975114164,9.966167618498096
