filename,plddt full,plddt VSDI,plddt VSDII,plddt VSDIII,plddt VSDIV,plddt AG,plddt IFM,plddt SF,plddt partner,VSDI,VSDIII,VSDII,VSDIV,AG1,AG2,IFM,SF,iptm,plddt,ptm
_hNaV1.7-alpha-b2_unrelaxed_rank_058_alphafold2_multimer_v3_model_4_seed_018.r5.pdb,79.92200694444445,79.79182608695652,84.45860655737705,84.15584,79.73992,71.66583333333334,67.0,91.20545454545454,75.03619047619047,15.657977774923554,20.787488087789736,15.651099737718116,21.476357628797302,11.894226078228042,12.768487968432284,7.976700759085801,10.608619655732786,0.587,64.8,0.674
_hNaV1.7-alpha-b2_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_024.r0.pdb,72.95373611111111,77.01452173913043,80.30524590163934,82.09152,69.78112,68.115,57.69,70.68272727272728,55.160714285714285,13.895838693652138,20.46408817905161,15.501929879856894,15.038383257518076,15.73844916121026,9.27323228437636,9.337406170880648,9.89177516930101,0.248,58.2,0.586
_hNaV1.7-alpha-b2_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_021.r3.pdb,78.59707638888888,79.32260869565218,83.6595081967213,81.46688,77.21184,70.10583333333334,60.48,90.25545454545454,66.53696428571428,15.597124510626951,20.0548280969945,15.639701211979723,15.459728749237486,10.982366821409672,12.943221623691684,9.848368646633816,10.436558149121767,0.461,63.2,0.655
_hNaV1.7-alpha-b2_unrelaxed_rank_018_alphafold2_multimer_v3_model_2_seed_024.r5.pdb,80.09609722222223,77.41478260869566,84.02688524590164,83.66096,78.47376,75.64166666666667,79.18666666666667,91.05863636363635,74.40934523809524,15.587659285473237,20.70708270133676,15.785842897989324,16.843784907199453,12.395311775022035,12.384373904239164,7.726889671789031,10.504542112819577,0.604,65.1,0.677
_hNaV1.7-alpha-b2_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_023.r1.pdb,78.9085,77.8355652173913,83.35573770491803,82.14952000000001,79.30888,67.29333333333334,57.47666666666667,84.90727272727273,62.14684523809524,15.481114527061674,19.93796388802026,15.621549250954594,15.199734767422752,11.98737794515548,12.691644062137891,9.42394551130258,10.867460098845545,0.373,63.1,0.634
_hNaV1.7-alpha-b2_unrelaxed_rank_058_alphafold2_multimer_v3_model_4_seed_018.pdb,79.79488194444444,78.9026956521739,84.51631147540984,83.96784,80.4472,71.4225,66.19666666666667,90.6059090909091,74.37369047619048,15.856623411054446,20.7437781997398,15.673844040311234,21.17772230434614,11.70972219994992,12.575550683767291,7.938374266813073,10.59729309776794,0.573,64.7,0.674
_hNaV1.7-alpha-b2_unrelaxed_rank_045_alphafold2_multimer_v3_model_3_seed_026.pdb,80.3650486111111,80.69521739130435,84.4839344262295,84.88368,79.83072,70.03083333333333,60.156666666666666,90.16227272727272,72.35172619047619,16.11308328657182,20.838523508156715,15.908819315084324,16.54565737587963,11.143805184944682,12.186326148597862,9.950552547471924,10.57274146094569,0.582,65.2,0.667
_hNaV1.7-alpha-b2_unrelaxed_rank_099_alphafold2_multimer_v3_model_3_seed_010.r6.pdb,79.28211111111112,78.6095652173913,83.1295081967213,83.46567999999999,78.4668,70.41666666666667,63.97,89.63045454545454,61.65696428571429,16.149324103503528,20.75129494754484,15.984793930482809,16.848380485969564,11.365385827150789,12.219377971075287,9.131670383889244,10.576038199628442,0.32,63.5,0.641
_hNaV1.7-alpha-b2_unrelaxed_rank_097_alphafold2_multimer_v3_model_3_seed_025.r1.pdb,78.06240277777778,77.66191304347826,83.01819672131147,83.60376,79.51992,68.51166666666667,63.74,85.61363636363636,63.22660714285714,15.440654811244244,20.33212492584088,15.580665133427392,19.482949212067457,11.658440761954404,11.889875062421808,9.532076583829989,10.936070820911867,0.369,62.5,0.628
_hNaV1.7-alpha-b2_unrelaxed_rank_096_alphafold2_multimer_v3_model_5_seed_010.r2.pdb,77.85624305555555,77.08252173913043,82.08016393442624,80.44328,76.01928,70.97250000000001,60.84333333333333,88.24454545454546,60.897619047619045,15.691571686736802,20.559594816046356,15.566837732821652,17.490098370220792,11.10712239961368,11.908274980029644,10.183015565145718,10.640255823992204,0.374,62.2,0.643
_hNaV1.7-alpha-b2_unrelaxed_rank_050_alphafold2_multimer_v3_model_5_seed_026.r3.pdb,78.05629861111112,75.84165217391305,82.31418032786885,82.27976,76.06544,73.32333333333334,58.583333333333336,88.68136363636364,68.27446428571429,15.998565873227514,20.559280848317627,15.836717336619984,17.379889901837693,11.809431019316724,12.086661822025135,9.458331829662145,10.518241915833654,0.496,62.8,0.653
_hNaV1.7-alpha-b2_unrelaxed_rank_021_alphafold2_multimer_v3_model_4_seed_023.r3.pdb,78.80614583333333,77.90478260869564,84.12737704918034,83.32736,78.30248,68.93416666666667,58.03,90.96318181818182,66.56589285714286,15.521110688349594,20.456768733111296,15.69532114994784,18.212362641897947,11.136305895583147,12.85496269928466,10.103449757384851,10.629666316493664,0.471,63.4,0.66
_hNaV1.7-alpha-b2_unrelaxed_rank_049_alphafold2_multimer_v3_model_3_seed_011.r4.pdb,80.57556944444445,78.37460869565217,84.6494262295082,84.01896,80.48128,72.2725,75.58666666666666,90.34636363636363,70.64750000000001,16.680412015295065,20.99254079429167,16.57467676909568,21.80445264160511,12.005564793044933,12.436134367238076,7.802665313852697,10.586357872280722,0.537,65.0,0.662
_hNaV1.7-alpha-b2_unrelaxed_rank_057_alphafold2_multimer_v3_model_1_seed_011.pdb,80.64104166666667,78.74130434782609,84.17844262295083,84.22824,78.87912,77.1925,78.87333333333333,90.67909090909092,70.62714285714286,16.02195802640863,20.817694516924774,16.242457972856204,17.131836416449932,12.351597386573124,12.124117328696553,7.725841636999815,10.37029334204197,0.572,65.5,0.682
_hNaV1.7-alpha-b2_unrelaxed_rank_087_alphafold2_multimer_v3_model_5_seed_021.r3.pdb,77.88674999999999,77.27782608695652,82.3854918032787,79.62864,76.28,71.71583333333332,62.22,89.02227272727272,66.10654761904762,15.66451368539732,20.071913137516315,15.571257431562811,15.943129962463455,11.245230677936313,12.417548469806752,10.111555468868278,10.416179721951806,0.388,62.6,0.644
