filename,plddt full,plddt VSDI,plddt VSDII,plddt VSDIII,plddt VSDIV,plddt AG,plddt IFM,plddt SF,plddt partner,VSDI,VSDIII,VSDII,VSDIV,AG1,AG2,IFM,SF,iptm,plddt,ptm
_hNaV1.7-alpha-b1_unrelaxed_rank_094_alphafold2_multimer_v3_model_3_seed_023.r0.pdb,76.57674305555555,80.98304347826087,84.42967213114754,82.24112,74.49376,63.21833333333333,42.91666666666666,74.71363636363637,66.48845744680851,13.3259541497035,20.30262212129261,15.803182464301296,14.755433609352185,12.821473160288564,14.991300677392871,14.29556763476008,10.172388903300936,0.333,62.7,0.601
_hNaV1.7-alpha-b1_unrelaxed_rank_028_alphafold2_multimer_v3_model_4_seed_023.r0.pdb,75.99279861111111,78.97060869565217,82.15786885245902,79.5452,76.152,73.37166666666667,65.50333333333333,77.65363636363637,62.13813829787234,12.167300193551569,20.43519752779503,15.20315552771858,12.152221401867234,15.133210036208446,11.429558259180448,8.57596047099099,10.452891705169437,0.244,61.2,0.611
_hNaV1.7-alpha-b1_unrelaxed_rank_074_alphafold2_multimer_v3_model_3_seed_013.pdb,81.53838888888889,82.9395652173913,85.7655737704918,85.76176,81.20416,70.91166666666668,65.70666666666666,90.13136363636364,87.77409574468085,16.219021949550473,20.882872072586185,16.267643068373488,17.20562524292564,11.522097421910647,12.370190176387748,8.936160752806543,10.47903478379569,0.809,67.6,0.695
_hNaV1.7-alpha-b1_unrelaxed_rank_095_alphafold2_multimer_v3_model_3_seed_010.r3.pdb,78.54515972222222,78.95921739130435,82.56745901639344,79.46976,76.3892,70.5575,62.42666666666667,90.03954545454545,65.2423404255319,15.60197532365694,20.4969805337274,15.68146058248402,16.62172175197263,11.637951452038283,12.371957161257871,9.061988137268774,10.539432764622584,0.29,63.7,0.634
_hNaV1.7-alpha-b1_unrelaxed_rank_024_alphafold2_multimer_v3_model_1_seed_023.r2.pdb,79.84125694444445,79.28017391304347,84.33459016393442,79.3044,78.95432000000001,76.77083333333333,66.64666666666666,89.65363636363637,77.82132978723403,13.868517044010147,20.302044773864527,15.158683089239648,12.631278993039464,12.121763815550937,12.274285233772268,9.45522469325822,10.526815757863345,0.721,66.0,0.697
_hNaV1.7-alpha-b1_unrelaxed_rank_027_alphafold2_multimer_v3_model_1_seed_018.r0.pdb,72.54005555555555,75.52121739130435,78.73696721311475,76.62480000000001,72.32047999999999,63.90416666666667,50.973333333333336,72.63363636363637,61.31361702127659,13.10057452938611,19.83648303001316,15.25632154223291,14.415773375022235,12.401596590762011,13.63397773945667,11.547477689954633,9.53582183138926,0.263,59.3,0.579
_hNaV1.7-alpha-b1_unrelaxed_rank_021_alphafold2_multimer_v3_model_4_seed_010.r5.pdb,80.6228611111111,81.3473043478261,84.92483606557377,84.42312,80.564,72.5475,63.26,91.83181818181818,89.3597340425532,15.98269326490376,20.68823815601512,15.63799347742542,12.196411808396762,11.666487989107946,12.565505242528053,8.528386775938342,10.519873288210272,0.826,67.0,0.707
_hNaV1.7-alpha-b1_unrelaxed_rank_100_alphafold2_multimer_v3_model_3_seed_026.r4.pdb,79.71147222222223,79.36086956521739,83.78139344262296,81.72576,78.24744,72.375,64.90666666666667,89.72772727272728,64.40909574468085,16.253095951233412,20.799983413454925,16.302048644265543,17.057025356139913,11.954384885890196,12.867588118991062,8.475911750366448,10.62563132242033,0.354,64.4,0.642
_hNaV1.7-alpha-b1_unrelaxed_rank_089_alphafold2_multimer_v3_model_3_seed_015.r6.pdb,80.04480555555556,79.46313043478261,82.8766393442623,80.5788,78.64736,75.88,74.33333333333333,91.14,67.97202127659574,16.2054137250488,20.874474101160008,16.12267769323694,17.04423219156557,12.55042704452721,12.257772269054438,7.776564344233254,10.530149951448935,0.262,64.9,0.64
_hNaV1.7-alpha-b1_unrelaxed_rank_041_alphafold2_multimer_v3_model_1_seed_013.r4.pdb,81.34782638888889,81.296,85.02655737704917,84.4436,80.06703999999999,76.15666666666667,72.99666666666667,91.02227272727272,86.99755319148936,16.231313779235492,20.98261723427275,15.942243662671824,16.91865106916033,12.247142156437969,12.227167006301991,8.163618866654668,10.371513775722423,0.806,67.7,0.711
