filename,plddt full,plddt VSDI,plddt VSDII,plddt VSDIII,plddt VSDIV,plddt AG,plddt IFM,plddt SF,plddt partner,VSDI,VSDIII,VSDII,VSDIV,AG1,AG2,IFM,SF,iptm,plddt,ptm,CAM
hnav1.5c-CaM_unrelaxed_rank_054_alphafold2_multimer_v3_model_4_seed_012.r4.pdb,80.50797081306463,81.76669565217391,84.67508196721312,83.34062015503876,82.75872,75.54,33.93666666666667,91.46636363636364,50.9993288590604,15.528185244902252,20.10746301749676,15.432627579255582,20.601467374922592,12.095400324090145,13.330182894469226,29.82544432192084,9.80315000395281,0.542,63.7,0.651,18.23042495390604
hnav1.5c-CaM_unrelaxed_rank_047_alphafold2_multimer_v3_model_3_seed_029.r5.pdb,82.08116747741488,82.6653043478261,85.39999999999999,85.62333333333333,84.96544,75.31833333333333,70.37333333333333,89.78363636363636,69.47852348993288,16.1416291928665,20.99246307606613,16.23589064387907,21.683211224355126,12.268259004439056,13.379821710321853,7.599664268900304,9.917349393865278,0.835,66.8,0.645,45.32211995262357
hnav1.5c-CaM_unrelaxed_rank_069_alphafold2_multimer_v3_model_5_seed_028.r6.pdb,80.61350243224462,80.81382608695652,84.41090163934426,84.38418604651163,82.70424,77.31833333333333,36.97,89.72227272727272,52.05899328859061,15.798601646981291,20.92925748802379,16.132895896273553,21.35144119257527,12.168586853040908,12.796085964075107,29.367567297956427,9.821384067431636,0.509,63.8,0.653,19.465749844277767
hnav1.5c-CaM_unrelaxed_rank_096_alphafold2_multimer_v3_model_2_seed_029.r4.pdb,80.2552466990966,81.07217391304347,83.84844262295083,83.38906976744187,81.62968,75.09666666666668,36.93666666666667,90.82818181818182,55.21161073825504,15.08704444216958,20.60997292574641,14.986079440600868,20.1729163236256,12.7012112020862,13.063956559940024,29.165413780709507,9.973748593182004,0.528,63.6,0.65,20.968798773415703
hnav1.5c-CaM_unrelaxed_rank_095_alphafold2_multimer_v3_model_1_seed_011.r6.pdb,81.46377345378735,82.76208695652173,84.76311475409837,84.72054263565892,82.13624,77.51666666666667,42.22,90.20454545454544,53.4431543624161,15.805282945901348,20.879592452919187,15.452697693283204,17.14805184270213,12.74727508136543,13.0510335222924,28.583637592161008,9.760760472422218,0.486,64.9,0.661,19.99116014642472
hnav1.5c-CaM_unrelaxed_rank_028_alphafold2_multimer_v3_model_3_seed_027.r5.pdb,82.19559416261293,82.80426086956521,85.48786885245902,85.6853488372093,85.13816,75.24916666666667,38.080000000000005,90.23272727272727,68.22134228187919,16.177126166288,20.969660178457826,16.169854823095967,21.51304501924356,12.124980412355312,13.078382659946907,29.368297686450944,10.091222373924776,0.823,66.7,0.653,45.17525898099534
hnav1.5c-CaM_unrelaxed_rank_048_alphafold2_multimer_v3_model_3_seed_019.r0.pdb,79.4280194579569,83.02182608695652,84.76254098360656,84.47837209302325,74.85512,73.8425,54.91,83.90636363636364,52.9496644295302,14.120715066879578,20.402632477207444,15.588224594224965,15.61521418360952,11.667372026296238,13.121619755197909,9.043599781060635,10.123328355832385,0.336,63.2,0.624,21.292047200774284
hnav1.5c-CaM_unrelaxed_rank_067_alphafold2_multimer_v3_model_2_seed_013.r0.pdb,77.1617998610146,77.80034782608696,82.49049180327869,82.0908527131783,77.62768,73.69166666666666,60.623333333333335,80.67909090909092,52.651006711409394,11.545742158908626,19.82892024291792,15.021898348744076,17.014867410591247,14.477108102103816,10.74910466038916,8.743104711714254,10.602719273846684,0.446,61.3,0.63,17.457306092292708
hnav1.5c-CaM_unrelaxed_rank_092_alphafold2_multimer_v3_model_2_seed_028.pdb,80.69841556636554,80.91382608695652,84.6783606557377,84.77131782945736,82.83224,76.3075,37.88333333333333,90.90590909090908,54.67053691275168,15.427860058997164,20.7400492525934,15.197742760028545,20.482967485205847,13.30722683356679,13.283245424217682,25.82362650752213,9.960737372303315,0.522,64.1,0.649,23.069640157575066
hnav1.5c-CaM_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_026.r0.pdb,78.43339819318972,81.984,82.19975409836066,81.9439534883721,79.76856,73.17583333333333,60.61333333333334,85.64999999999999,56.03342281879194,13.70471911423215,18.916939445904035,15.201128148923685,13.746748706512388,12.081843319626357,12.028828247173536,8.972255067707337,10.157508602014572,0.699,62.5,0.624,43.76505723748114
